20160122_154434;COM;CPU1;MEM1.2;MEM1.1;T1;T2;T3;T4;V1;V2;V3;V4;
56674476;0.037;4.467;1.468;1.623;31.1;31.3;31.2;31.1;0.93;12.51;12.59;12.59;
56674486;0.037;4.444;1.429;1.576;31.1;31.3;31.2;31.1;0.93;12.51;12.59;12.59;
56674496;0.037;4.147;1.302;1.433;31.1;31.3;31.2;31.1;0.93;12.51;12.59;12.59;
56674506;0.037;4.116;1.254;1.398;31.1;31.3;31.2;31.1;0.93;12.51;12.59;12.59;
56674516;0.037;4.100;1.230;1.394;31.1;31.3;31.2;31.1;0.93;12.51;12.59;12.59;
56674526;0.034;4.099;1.233;1.384;31.1;31.3;31.2;31.1;0.88;12.53;12.62;12.64;
56674536;0.033;4.087;1.249;1.384;31.1;31.3;31.2;31.1;0.88;12.53;12.62;12.64;
56674546;0.034;4.111;1.269;1.455;31.1;31.3;31.2;31.1;0.88;12.53;12.62;12.64;
56674556;0.033;4.178;1.309;1.499;31.1;31.3;31.2;31.1;0.88;12.53;12.62;12.64;
56674566;0.033;4.356;1.416;1.555;31.1;31.3;31.2;31.1;0.88;12.53;12.62;12.64;
56674576;0.034;4.320;1.384;1.503;31.1;31.3;31.2;31.1;0.88;12.53;12.62;12.64;
56674586;0.034;4.265;1.365;1.515;31.1;31.3;31.2;31.1;0.88;12.53;12.62;12.64;
56674596;0.033;4.585;1.559;1.722;31.1;31.3;31.2;31.1;0.88;12.53;12.62;12.64;
56674606;0.033;4.328;1.369;1.511;31.1;31.3;31.2;31.1;0.88;12.53;12.62;12.64;
56674616;0.034;4.202;1.317;1.431;31.1;31.3;31.2;31.1;0.88;12.53;12.62;12.64;
56674626;0.033;4.359;1.423;1.547;31.1;31.3;31.3;31.1;0.88;12.56;12.61;12.64;
56674636;0.033;4.125;1.272;1.400;31.1;31.3;31.3;31.1;0.88;12.56;12.61;12.64;
56674646;0.034;4.101;1.240;1.396;31.1;31.3;31.3;31.1;0.88;12.56;12.61;12.64;
56674656;0.033;4.081;1.240;1.372;31.1;31.3;31.3;31.1;0.88;12.56;12.61;12.64;
56674666;0.033;4.089;1.228;1.407;31.1;31.3;31.3;31.1;0.88;12.56;12.61;12.64;
56674676;0.034;4.269;1.347;1.535;31.1;31.3;31.2;31.1;0.88;12.54;12.57;12.61;
56674686;0.033;4.284;1.363;1.499;31.1;31.3;31.2;31.1;0.88;12.54;12.57;12.61;
56674696;0.034;4.336;1.355;1.507;31.1;31.3;31.2;31.1;0.88;12.54;12.57;12.61;
56674706;0.034;4.308;1.379;1.519;31.1;31.3;31.2;31.1;0.88;12.54;12.57;12.61;
56674716;0.034;4.621;1.565;1.713;31.1;31.3;31.2;31.1;0.88;12.54;12.57;12.61;
56674726;0.033;4.221;1.303;1.452;31.1;31.3;31.2;31.1;0.88;12.54;12.57;12.61;
56674736;0.034;4.166;1.280;1.432;31.1;31.3;31.2;31.1;0.88;12.54;12.57;12.61;
56674746;0.033;4.118;1.268;1.416;31.1;31.3;31.2;31.1;0.88;12.54;12.57;12.61;
