20160121_142029;COM;CPU1;MEM1.2;MEM1.1;T1;T2;T3;T4;V1;V2;V3;V4;
51629032;0.034;4.319;1.337;1.477;31.1;31.4;31.3;31.1;0.89;12.56;12.62;12.62;
51629042;0.034;4.625;1.476;1.635;31.1;31.4;31.3;31.1;0.89;12.56;12.62;12.62;
51629052;0.034;4.284;1.313;1.433;31.1;31.4;31.3;31.1;0.89;12.56;12.62;12.62;
51629062;0.034;4.240;1.277;1.405;31.1;31.4;31.3;31.1;0.89;12.56;12.62;12.62;
51629072;0.034;4.295;1.313;1.441;31.1;31.4;31.3;31.1;0.89;12.56;12.62;12.62;
51629082;0.033;4.311;1.305;1.449;31.1;31.4;31.3;31.1;0.89;12.56;12.62;12.62;
51629092;0.034;4.256;1.257;1.409;31.1;31.4;31.3;31.1;0.89;12.56;12.62;12.62;
51629102;0.034;4.192;1.261;1.381;31.1;31.4;31.3;31.1;0.89;12.56;12.62;12.62;
51629112;0.034;4.165;1.245;1.389;31.1;31.4;31.3;31.1;0.89;12.56;12.62;12.62;
51629122;0.034;4.188;1.241;1.429;31.1;31.4;31.3;31.1;0.89;12.56;12.62;12.62;
51629132;0.034;4.617;1.519;1.686;31.1;31.4;31.3;31.1;0.88;12.51;12.58;12.61;
51629142;0.033;4.400;1.384;1.543;31.1;31.4;31.3;31.1;0.88;12.51;12.58;12.61;
51629152;0.033;4.369;1.360;1.515;31.1;31.4;31.3;31.1;0.88;12.51;12.58;12.61;
51629162;0.033;4.625;1.495;1.626;31.1;31.4;31.3;31.1;0.88;12.51;12.58;12.61;
51629172;0.033;4.297;1.340;1.475;31.1;31.4;31.3;31.1;0.88;12.51;12.58;12.61;
51629182;0.033;4.301;1.312;1.475;31.1;31.4;31.3;31.1;0.88;12.51;12.58;12.61;
51629192;0.033;4.270;1.309;1.440;31.1;31.4;31.3;31.1;0.88;12.51;12.58;12.61;
51629202;0.033;4.222;1.273;1.428;31.1;31.4;31.3;31.1;0.88;12.51;12.58;12.61;
51629212;0.033;4.167;1.237;1.392;31.1;31.4;31.3;31.1;0.88;12.51;12.58;12.61;
51629222;0.033;4.211;1.257;1.392;31.1;31.4;31.3;31.1;0.88;12.51;12.58;12.61;
51629232;0.033;4.211;1.269;1.408;31.1;31.4;31.2;31.1;0.88;12.51;12.58;12.61;
51629242;0.033;4.179;1.241;1.416;31.1;31.4;31.2;31.1;0.88;12.51;12.58;12.61;
51629252;0.033;4.503;1.443;1.626;31.1;31.4;31.2;31.1;0.88;12.51;12.58;12.61;
51629262;0.033;4.384;1.384;1.559;31.1;31.4;31.2;31.1;0.88;12.51;12.58;12.61;
51629272;0.034;4.479;1.439;1.575;31.1;31.4;31.2;31.1;0.88;12.51;12.58;12.61;
