20160121_142029;MEM2.1;CPU2;MEM2.2;-;T1;T2;T3;T4;V1;V2;V3;V4;
51629012;1.439;2.251;1.302;0.000;31.1;31.1;31.1;31.1;12.53;12.47;12.45;0.00;
51629022;1.621;2.619;1.474;0.000;31.1;31.1;31.1;31.1;12.53;12.47;12.45;0.00;
51629032;1.380;2.110;1.283;0.000;31.1;31.1;31.1;31.1;12.53;12.47;12.45;0.00;
51629042;1.538;2.462;1.435;0.000;31.1;31.1;31.1;31.1;12.53;12.47;12.45;0.00;
51629052;1.396;2.051;1.275;0.000;31.1;31.1;31.1;31.1;12.53;12.47;12.45;0.00;
51629062;1.367;2.118;1.256;0.000;31.1;31.1;31.1;31.1;12.48;12.45;12.42;0.00;
51629072;1.363;2.048;1.241;0.000;31.1;31.1;31.1;31.1;12.48;12.45;12.42;0.00;
51629082;1.331;1.954;1.209;0.000;31.1;31.1;31.1;31.1;12.48;12.45;12.42;0.00;
51629092;1.280;1.915;1.163;0.000;31.1;31.1;31.1;31.1;12.48;12.45;12.42;0.00;
51629102;1.288;1.954;1.217;0.000;31.1;31.1;31.1;31.1;12.48;12.45;12.42;0.00;
51629112;1.382;2.259;1.330;0.000;31.1;31.1;31.1;31.1;12.48;12.45;12.42;0.00;
51629122;1.410;2.310;1.330;0.000;31.1;31.1;31.1;31.1;12.48;12.45;12.42;0.00;
51629132;1.418;2.208;1.283;0.000;31.1;31.1;31.1;31.1;12.48;12.45;12.42;0.00;
51629142;1.681;2.845;1.568;0.000;31.1;31.1;31.1;31.1;12.48;12.45;12.42;0.00;
51629152;1.429;2.204;1.326;0.000;31.1;31.1;31.1;31.1;12.48;12.45;12.42;0.00;
51629162;1.555;2.439;1.420;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.42;0.00;
51629172;1.367;2.044;1.237;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.42;0.00;
51629182;1.323;1.990;1.221;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.42;0.00;
51629192;1.316;1.947;1.194;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.42;0.00;
