20160125_143022;MEM2.1;CPU2;MEM2.2;-;T1;T2;T3;T4;V1;V2;V3;V4;
52222436;1.587;2.486;1.436;0.000;31.1;31.1;31.1;31.1;12.48;12.45;12.46;0.00;
52222446;1.331;1.942;1.213;0.000;31.1;31.1;31.1;31.1;12.48;12.45;12.46;0.00;
52222456;1.469;2.216;1.358;0.000;31.1;31.1;31.1;31.1;12.48;12.45;12.46;0.00;
52222466;1.500;2.329;1.378;0.000;31.1;31.1;31.1;31.1;12.48;12.45;12.46;0.00;
52222476;1.528;2.564;1.440;0.000;31.1;31.1;31.1;31.1;12.48;12.45;12.46;0.00;
52222486;1.655;2.787;1.566;0.000;31.1;31.1;31.1;31.1;12.49;12.42;12.46;0.00;
52222496;1.439;2.222;1.327;0.000;31.1;31.1;31.1;31.1;12.49;12.42;12.46;0.00;
52222506;1.596;2.628;1.530;0.000;31.1;31.1;31.1;31.1;12.49;12.42;12.46;0.00;
52222516;1.572;2.495;1.468;0.000;31.1;31.1;31.1;31.1;12.49;12.42;12.46;0.00;
52222526;1.364;2.051;1.272;0.000;31.1;31.1;31.1;31.1;12.49;12.42;12.46;0.00;
52222536;1.470;2.273;1.354;0.000;31.1;31.1;31.1;31.1;12.49;12.42;12.46;0.00;
52222546;1.497;2.331;1.393;0.000;31.1;31.1;31.1;31.1;12.49;12.42;12.46;0.00;
52222556;1.328;1.938;1.198;0.000;31.1;31.1;31.1;31.1;12.49;12.42;12.46;0.00;
52222566;1.501;2.312;1.366;0.000;31.1;31.1;31.1;31.1;12.49;12.42;12.46;0.00;
52222576;1.501;2.323;1.366;0.000;31.1;31.1;31.1;31.1;12.49;12.42;12.46;0.00;
52222586;1.278;1.877;1.195;0.000;31.1;31.1;31.1;31.1;12.53;12.46;12.47;0.00;
52222596;1.550;2.554;1.500;0.000;31.1;31.1;31.1;31.1;12.53;12.46;12.47;0.00;
52222606;1.435;2.343;1.363;0.000;31.1;31.1;31.1;31.1;12.53;12.46;12.47;0.00;
52222616;1.435;2.210;1.324;0.000;31.1;31.1;31.1;31.1;12.53;12.46;12.47;0.00;
52222626;1.522;2.390;1.410;0.000;31.1;31.1;31.1;31.1;12.53;12.46;12.47;0.00;
52222636;1.353;2.038;1.242;0.000;31.1;31.1;31.1;31.1;12.53;12.46;12.47;0.00;
52222646;1.372;1.999;1.250;0.000;31.1;31.1;31.1;31.1;12.53;12.46;12.47;0.00;
52222656;1.692;2.726;1.563;0.000;31.1;31.1;31.1;31.1;12.53;12.46;12.47;0.00;
52222666;1.321;1.940;1.210;0.000;31.1;31.1;31.1;31.1;12.53;12.46;12.47;0.00;
52222676;1.558;2.456;1.426;0.000;31.1;31.1;31.1;31.1;12.53;12.46;12.47;0.00;
52222686;1.471;2.284;1.393;0.000;31.1;31.1;31.1;31.1;12.50;12.42;12.46;0.00;
