20160121_141331;MEM2.1;CPU2;MEM2.2;-;T1;T2;T3;T4;V1;V2;V3;V4;
51211217;1.387;2.057;1.241;0.000;31.1;31.1;31.1;31.1;12.52;12.46;12.42;0.00;
51211227;1.497;2.273;1.377;0.000;31.1;31.1;31.1;31.1;12.52;12.46;12.42;0.00;
51211237;1.659;2.609;1.506;0.000;31.1;31.1;31.1;31.1;12.52;12.46;12.42;0.00;
51211247;1.359;1.999;1.233;0.000;31.1;31.1;31.1;31.1;12.52;12.46;12.42;0.00;
51211257;1.336;1.901;1.252;0.000;31.1;31.1;31.1;31.1;12.52;12.46;12.42;0.00;
51211267;1.329;1.892;1.190;0.000;31.1;31.1;31.1;31.1;12.53;12.45;12.42;0.00;
51211277;1.305;1.868;1.174;0.000;31.1;31.1;31.1;31.1;12.53;12.45;12.42;0.00;
51211287;1.301;1.931;1.225;0.000;31.1;31.1;31.1;31.1;12.53;12.45;12.42;0.00;
51211297;1.353;2.138;1.311;0.000;31.1;31.1;31.1;31.1;12.53;12.45;12.42;0.00;
51211307;1.400;2.239;1.350;0.000;31.1;31.1;31.1;31.1;12.53;12.45;12.42;0.00;
51211317;1.416;2.134;1.283;0.000;31.1;31.1;31.1;31.1;12.53;12.45;12.42;0.00;
51211327;1.573;2.517;1.467;0.000;31.1;31.1;31.1;31.1;12.53;12.45;12.42;0.00;
51211337;1.404;2.091;1.244;0.000;31.1;31.1;31.1;31.1;12.53;12.45;12.42;0.00;
51211347;1.495;2.341;1.393;0.000;31.1;31.1;31.1;31.1;12.53;12.45;12.42;0.00;
51211357;1.447;2.122;1.303;0.000;31.1;31.1;31.1;31.1;12.53;12.45;12.42;0.00;
51211367;1.322;1.911;1.205;0.000;31.1;31.1;31.1;31.1;12.50;12.40;12.45;0.00;
51211377;1.314;1.876;1.216;0.000;31.1;31.1;31.1;31.1;12.50;12.40;12.45;0.00;
51211387;1.314;1.915;1.236;0.000;31.1;31.1;31.1;31.1;12.50;12.40;12.45;0.00;
51211397;1.314;1.891;1.189;0.000;31.1;31.1;31.1;31.1;12.50;12.40;12.45;0.00;
51211407;1.302;1.969;1.283;0.000;31.1;31.1;31.1;31.1;12.50;12.40;12.45;0.00;
51211417;1.369;2.164;1.322;0.000;31.1;31.1;31.1;31.1;12.50;12.40;12.45;0.00;
51211427;1.475;2.394;1.400;0.000;31.1;31.1;31.1;31.1;12.50;12.40;12.45;0.00;
51211437;1.416;2.121;1.271;0.000;31.1;31.1;31.1;31.1;12.50;12.40;12.45;0.00;
51211447;1.593;2.483;1.455;0.000;31.1;31.1;31.1;31.1;12.50;12.40;12.45;0.00;
51211457;1.404;2.055;1.295;0.000;31.1;31.1;31.1;31.1;12.50;12.40;12.45;0.00;
51211467;1.536;2.466;1.473;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.44;0.00;
51211477;1.371;2.002;1.270;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.44;0.00;
51211487;1.312;1.920;1.223;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.44;0.00;
51211497;1.327;1.896;1.207;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.44;0.00;
51211507;1.320;1.896;1.196;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.44;0.00;
51211517;1.320;1.963;1.262;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.44;0.00;
51211527;1.339;2.099;1.266;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.44;0.00;
51211537;1.390;2.216;1.333;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.44;0.00;
51211547;1.465;2.357;1.364;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.44;0.00;
51211557;1.429;2.134;1.290;0.000;31.1;31.1;31.1;31.1;12.48;12.43;12.44;0.00;
51211567;1.483;2.228;1.340;0.000;31.1;31.1;31.1;31.1;12.53;12.45;12.44;0.00;
51211577;1.372;2.005;1.254;0.000;31.1;31.1;31.1;31.1;12.53;12.45;12.44;0.00;
51211587;1.483;2.251;1.383;0.000;31.1;31.1;31.1;31.1;12.53;12.45;12.44;0.00;
51211597;1.443;2.126;1.305;0.000;31.1;31.1;31.1;31.1;12.53;12.45;12.44;0.00;
51211607;1.333;1.942;1.239;0.000;31.1;31.1;31.1;31.1;12.53;12.45;12.44;0.00;
51211617;1.333;1.903;1.204;0.000;31.1;31.1;31.1;31.1;12.53;12.45;12.44;0.00;
51211627;1.290;1.864;1.200;0.000;31.1;31.1;31.1;31.1;12.53;12.45;12.44;0.00;
51211637;1.297;1.915;1.219;0.000;31.1;31.1;31.1;31.1;12.53;12.45;12.44;0.00;
51211647;1.341;2.138;1.293;0.000;31.1;31.1;31.1;31.1;12.53;12.45;12.44;0.00;
