20160125_153649;MEM2.1;CPU2;MEM2.2;-;T1;T2;T3;T4;V1;V2;V3;V4;
56209099;1.673;2.812;1.598;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.44;0.00;
56209109;1.539;2.409;1.418;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.44;0.00;
56209119;1.425;2.195;1.297;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.44;0.00;
56209129;1.480;2.195;1.301;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.44;0.00;
56209139;1.354;1.960;1.223;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.44;0.00;
56209149;1.465;2.261;1.356;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.44;0.00;
56209159;1.453;2.206;1.352;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.44;0.00;
56209169;1.299;1.882;1.211;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.44;0.00;
56209179;1.528;2.339;1.356;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.44;0.00;
56209189;1.299;1.909;1.219;0.000;31.1;31.1;31.1;31.1;12.51;12.44;12.44;0.00;
56209199;1.486;2.517;1.471;0.000;31.1;31.1;31.1;31.1;12.49;12.45;12.42;0.00;
56209209;1.564;2.497;1.420;0.000;31.1;31.1;31.1;31.1;12.49;12.45;12.42;0.00;
56209219;1.604;2.622;1.486;0.000;31.1;31.1;31.1;31.1;12.49;12.45;12.42;0.00;
56209229;1.411;2.157;1.287;0.000;31.1;31.1;31.1;31.1;12.49;12.45;12.42;0.00;
56209239;1.458;2.228;1.338;0.000;31.1;31.1;31.1;31.1;12.49;12.45;12.42;0.00;
56209249;1.357;2.001;1.257;0.000;31.1;31.1;31.1;31.1;12.50;12.50;12.47;0.00;
56209259;1.455;2.284;1.375;0.000;31.1;31.1;31.1;31.1;12.50;12.50;12.47;0.00;
56209269;1.345;1.998;1.222;0.000;31.1;31.1;31.1;31.1;12.50;12.50;12.47;0.00;
