20160121_134805;MEM2.1;CPU2;MEM2.2;-;T1;T2;T3;T4;V1;V2;V3;V4;
49685433;1.415;2.233;1.308;0.000;31.1;31.1;31.1;31.1;12.52;12.48;12.47;0.00;
49685443;1.415;2.143;1.297;0.000;31.1;31.1;31.1;31.1;12.52;12.48;12.47;0.00;
49685453;1.387;2.088;1.254;0.000;31.1;31.1;31.1;31.1;12.52;12.48;12.47;0.00;
49685463;1.430;2.147;1.304;0.000;31.1;31.1;31.1;31.1;12.52;12.48;12.47;0.00;
49685473;1.355;1.986;1.289;0.000;31.1;31.1;31.1;31.1;12.52;12.48;12.47;0.00;
49685483;1.364;1.977;1.240;0.000;31.1;31.1;31.1;31.1;12.53;12.47;12.45;0.00;
49685493;1.384;2.075;1.271;0.000;31.1;31.1;31.1;31.1;12.53;12.47;12.45;0.00;
49685503;1.404;2.016;1.236;0.000;31.1;31.1;31.1;31.1;12.53;12.47;12.45;0.00;
49685513;1.329;1.930;1.248;0.000;31.1;31.1;31.1;31.1;12.53;12.47;12.45;0.00;
49685523;1.420;2.157;1.314;0.000;31.1;31.1;31.1;31.1;12.53;12.47;12.45;0.00;
49685533;1.309;1.906;1.240;0.000;31.1;31.1;31.1;31.1;12.53;12.47;12.45;0.00;
49685543;1.349;2.122;1.279;0.000;31.1;31.1;31.1;31.1;12.53;12.47;12.45;0.00;
49685553;1.428;2.376;1.373;0.000;31.1;31.1;31.1;31.1;12.53;12.47;12.45;0.00;
49685563;1.435;2.196;1.318;0.000;31.1;31.1;31.1;31.1;12.53;12.47;12.45;0.00;
49685573;1.404;2.110;1.287;0.000;31.1;31.1;31.1;31.1;12.53;12.47;12.45;0.00;
49685583;1.360;1.975;1.288;0.000;31.1;31.1;31.1;31.1;12.46;12.41;12.43;0.00;
49685593;1.345;1.940;1.242;0.000;31.1;31.1;31.1;31.1;12.46;12.41;12.43;0.00;
49685603;1.360;1.990;1.249;0.000;31.1;31.1;31.1;31.1;12.46;12.41;12.43;0.00;
49685613;1.447;2.185;1.347;0.000;31.1;31.1;31.1;31.1;12.46;12.41;12.43;0.00;
49685623;1.525;2.263;1.390;0.000;31.1;31.1;31.1;31.1;12.46;12.41;12.43;0.00;
49685633;1.498;2.306;1.402;0.000;31.1;31.1;31.1;31.1;12.46;12.41;12.43;0.00;
49685643;1.310;1.877;1.206;0.000;31.1;31.1;31.1;31.1;12.46;12.41;12.43;0.00;
49685653;1.294;1.944;1.238;0.000;31.1;31.1;31.1;31.1;12.46;12.41;12.43;0.00;
49685663;1.360;2.150;1.327;0.000;31.1;31.1;31.1;31.1;12.46;12.41;12.43;0.00;
49685673;1.411;2.181;1.288;0.000;31.1;31.1;31.1;31.1;12.46;12.41;12.43;0.00;
49685683;1.397;2.088;1.273;0.000;31.1;31.1;31.1;31.1;12.44;12.39;12.43;0.00;
49685693;1.382;2.018;1.281;0.000;31.1;31.1;31.1;31.1;12.44;12.39;12.43;0.00;
49685703;1.405;2.053;1.269;0.000;31.1;31.1;31.1;31.1;12.44;12.39;12.43;0.00;
49685713;1.362;1.948;1.253;0.000;31.1;31.1;31.1;31.1;12.44;12.39;12.43;0.00;
49685723;1.339;1.917;1.238;0.000;31.1;31.1;31.1;31.1;12.44;12.39;12.43;0.00;
49685733;1.480;2.209;1.363;0.000;31.1;31.1;31.1;31.1;12.44;12.39;12.43;0.00;
49685743;1.311;1.882;1.187;0.000;31.1;31.1;31.1;31.1;12.44;12.39;12.43;0.00;
49685753;1.425;2.197;1.324;0.000;31.1;31.1;31.1;31.1;12.44;12.39;12.43;0.00;
49685763;1.292;1.804;1.187;0.000;31.1;31.1;31.1;31.1;12.44;12.39;12.43;0.00;
49685773;1.296;2.049;1.269;0.000;31.1;31.1;31.1;31.1;12.44;12.39;12.43;0.00;
49685783;1.394;2.153;1.307;0.000;31.1;31.1;31.1;31.1;12.55;12.47;12.46;0.00;
49685793;1.481;2.302;1.346;0.000;31.1;31.1;31.1;31.1;12.55;12.47;12.46;0.00;
49685803;1.446;2.165;1.311;0.000;31.1;31.1;31.1;31.1;12.55;12.47;12.46;0.00;
49685813;1.386;2.051;1.272;0.000;31.1;31.1;31.1;31.1;12.55;12.47;12.46;0.00;
49685823;1.371;2.032;1.280;0.000;31.1;31.1;31.1;31.1;12.55;12.47;12.46;0.00;
49685833;1.384;2.040;1.276;0.000;31.1;31.1;31.1;31.1;12.49;12.45;12.42;0.00;
49685843;1.332;1.935;1.213;0.000;31.1;31.1;31.1;31.1;12.49;12.45;12.42;0.00;
49685853;1.490;2.278;1.385;0.000;31.1;31.1;31.1;31.1;12.49;12.45;12.42;0.00;
49685863;1.305;1.892;1.186;0.000;31.1;31.1;31.1;31.1;12.49;12.45;12.42;0.00;
49685873;1.446;2.173;1.342;0.000;31.1;31.1;31.1;31.1;12.49;12.45;12.42;0.00;
49685883;1.281;1.907;1.202;0.000;31.1;31.1;31.1;31.1;12.49;12.45;12.42;0.00;
49685893;1.509;2.478;1.451;0.000;31.1;31.1;31.1;31.1;12.49;12.45;12.42;0.00;
49685903;1.435;2.329;1.373;0.000;31.1;31.1;31.1;31.1;12.49;12.45;12.42;0.00;
49685913;1.431;2.146;1.315;0.000;31.1;31.1;31.1;31.1;12.49;12.45;12.42;0.00;
49685923;1.403;2.079;1.287;0.000;31.1;31.1;31.1;31.1;12.49;12.45;12.42;0.00;
49685933;1.390;2.043;1.270;0.000;31.1;31.1;31.1;31.1;12.51;12.42;12.44;0.00;
49685943;1.780;2.822;1.633;0.000;31.1;31.1;31.1;31.1;12.51;12.42;12.44;0.00;
49685953;1.335;1.930;1.250;0.000;31.1;31.1;31.1;31.1;12.51;12.42;12.44;0.00;
49685963;1.339;1.910;1.254;0.000;31.1;31.1;31.1;31.1;12.51;12.42;12.44;0.00;
49685973;1.480;2.242;1.364;0.000;31.1;31.1;31.1;31.1;12.51;12.42;12.44;0.00;
